,diary,emotion,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
6399,많은 인파 속에 있으면 왜인지 모르게 지쳐갔다. 사람들과의 소통에도 어느 순간부터는 긴장스러웠다. 홀로 시간을 보내다가 커뮤니케이션을 시도하는 것이 나에겐 큰 피로였다. 집으로 돌아오면  온몸에 힘이 빠져 잠들었다. 오랜 휴식을 가지게 되면서는 사람과의 소통이 간절했지만 실상은 어려웠다. 그래서 나는 혼자만의 시간을 가지는 게 행복하면서도 불행하다. 이 말이 무슨 개가 짖는 소리인지는 모르겠다. 나는 혼자서 보내는 시간만을 매우 중요하게 여기는 사람이였다. 혼자 있으면 마음도 몸도 편했으니까. 그치만 깊은 고립은 내가 소통하면서  살아야 하는 사람임을 인증하였다. 나는 왜 하필 많고 많은 동물 중에 제일 외로운 사람일까? 평생 ‘혼자’와 ‘같이’의 간극 사이에서 싸워야 하는 걸까?,4,,,,,
6400,"아빠와둘레길에갔다. 오르막길은 힘들었다. 근데 네리막길은 편했다. 쓰레기버릴데도 아빠만 시고나는못지게 했다. 속상했다. 그리고딴데서도 실데 ""빨리와""하고 먼저 가버린다. 아빠는 왜 그럴까?",5,,,,,
6401,아빠 보다 먼저가서 쉬여야 겠다. 그레도 재미있었다.,1,,,,,
6402,숙제를 힘들어서 못할 것 같았던 날. 숙제를 하니 마음이 편해졌다. 일기도 못 쓰고 숙제도 하나도 못해서 어쩔 바를 모르고 있는데 번쩍 엄마의 말이 생각났다.“그러고 있는시간에 하겠다.” 막숙제를 펴니 머리가 뱅뱅돌았다. 숙제를 해서 다행다. 다음엔 숙제를 미리 미리 해야 겠다.,1,,,,,
6403,일찍일어나 짐을싸고 강화아침 캠핑장에 갔다. 차가막허 가는시간은 오래걸려지만 가보니 정말 재미있었다.,1,,,,,
6404,놀이터도 있고 회전그네도 있었다. 밤에는 삼계탕을 먹었다. 또 밤에는 귀뚜라미 소리도나고 아늑하기도 해서 나는 캠핑이좋다.,1,,,,,
6405,좋았다.,1,,,,,
6406,늦잠을 자서 12시가 돼서야 일어났다. 오늘은 처음으로 혼영을 하는 날이라 기분이 좋았다! 지하철이 늦게 와서 늦을 줄 알았는데 다행히 일찍 도착해서 여유롭게 입장을 했다. 코미디 장르라서 혼자 보기 눈치 보였는데 생각보다 혼자 웃으면서 잘 본 것 같다! 집 오는 길에 기흥 도서관에 들려서 대출 대기 했던 책도 대출해왔다. 오늘은 책을 읽다 잘 거다!,1,,,,,
6407,그래서 조금 속상했 지만 또만들면 되겠다고 생각 했다. 그래서 다시 기분이 좋아졌다.,1,,,,,
6408,화분에분꽃씨앗을 심었다. 색깔은검정색이고 모양은 동그랗다.물도주고 햇빛을  보여주었더니 새싹이나왔다. 며칠이지나고 보니 새싹이자라서  줄기와잎이있었다. 안보는사이에 분꽃이많이 자라있어서 좋았다.하지만 한달이 지났는데도  꽃이 안피어서 속상했다.왜아직꽃이 피지 않을까?더잘돌봐줘야겠다.,1,,,,,
6409,제이지 캐릭터는 조금 못생겼지만 아주작아서 귀여웠다.,1,,,,,
6410,"동생이 말했다. ""언니, 고마워!""",1,,,,,
6411,어린이대공원 상상나라에 갔다. 거기서 마술쇼를 봤다. 주전자로 컵을 잡지 않고 물을 따르는 마술이 제일 신기했다.,2,,,,,
6412,"아침 8덟시에 키즈엔 키즈에 갔다.시간이 많이 걸렸지만 빨리 도착을 했다.그곳에서 초콜릿, 주수, 쿠키, 병원, 팔지, 네일아트를 했다.재미있고,신기했다. 다음에 꼭 ! 다시 올 거다.야구도 했는데 처음에는 하기 _었는데 하다 보니까 제일 재미있었다. 던지는 것, 마치는것을 했는데 7곱살 동생을 이겼다.초콜릿 만들기도 했는데 다 많들고 먹었더니 정말 맛이있었다.주수도 많들었는데 얼음을 많이 넣었는지 물 맛이 많았다.그레도 조금 맛있었다.쿠키도 많아 제미있었다.병원은 영상도 보고 환자를 온기기 까지 했다.팔지는 예쁘고 재밌어서 좋았고 네일아트는 예쁜 손톱에 메니큐어를 바르는 것이었다.",1,,,,,
6413,다음에 모두 또 하고 싶다.,2,,,,,
6414,"나는 점심밥을 안 먹고 오후3시에 뿌리공원에 가면서 점심밥 김밥,닭강정등을 사서 챙겨갔다 뿌리공원에 도착해서 돗자리를 펴고 밥을 먹었다.정말 맛있었다.그런 다음 풀있는 공원에 가서 아빠랑 야구를 1시간쯤 했다.아빠가 실력이 늘었다고 해서 좋았다.그리고 누나랑 배드민턴을 했다.재미있었다.그리고 오리배를 30분탔다. 오리랑 잉어가 너무 많이 먹어서 크고뚱뚱했다.그리고나서 아빠는나랑 야구를 50분쯤하고 피구도 10분쯤 했다.그리고 돗자리를 챙기고 차로 갈 때 아이스크림 사서 먹으면서 갔다 재밌는 오후였다.",1,,,,,
6415,"우리는 윷놀이도 했다.여자와 남자로 팀을 나누고,제주도에서 백두산 까지 가는 윷놀이였다.남자팀이 결승선에 가까이 있었는데 여자팀이 더 까까이 왔다가 이겼다.나는 예전에 통일 전망대에서 망원경으로 북한을 본 적이 있다.언젠가는 북한에 가 보고 싶다.(다음장으로)",2,,,,,
6416,"김정은 지도자와문재인 대통령이 악수를 하고,휴전선을 한번씩 넘는 모습이 생각난다.평화로운 우리나라 가 좋다.",1,,,,,
6417,오늘 행복 콘서트 를 봤다 그대 조금 짜증 났다. 그래서 핸도폰 에 꽂는걸 귀에 끼었습니다. 빨간응원봉을 갖구 왔다. 노란봉 하얀봉 파란봉도있었다.,3,,,,,
6418,달랐다.그런데 영화에서 베스가 죽었다. 슬프지만 감동적이었다. 그런데 영화끝나자 마자 밥을 먹었는데 꿀맛이었다. 그런데 팝콘도 먹었는데 맛있다니 내 배속에 거지가 들어가있는것 같았다. 밥을 먹고 목욕탕에서 때도밀었다.그런데 내가 엄마가 말을 하지 않으면사랑의 불시착 보게헤준다고 했는데 내가 100원주워서 말했다.하지만그래도 엄마가보게해주셨다.그래서기분이좋았다.끝,1,,,,,
6419,처음에는 낯설고 긴장도 많이 됐었다. 처음만난 친구들이 대부분이라서 그랬다. 하지만 친구들과 매일 교실에서 만나니까 너무 재미있었다. 선생님도 엄청 좋았다. 내가 손을들면 나를 바로 시켰다. 앞으로 학교생활이 더 재미있을것 같다.,2,,,,,
6420,친척들과 갈비집에 갔다. 갈비는 양년갈비를 먹었는데 양념이 달콤해서 맛있었다. 그리고 놀이방도 있어서 재미있게 놀았다. 다음에 또 오고싶다. 갈비를 다 먹고 편의점에 갔다. 엄마가 간식을 사주셔서 감사했다.,1,,,,,
6421,"나는 오늘 속초 리조트에 갔다. 먼저 칼국수를 먹으러 갔다. 들어가자마자 칼국수 냄새가 폴폴 났다. 사람은 별로 없었다. 다 먹고 나서 리조트로 향했다! 리조트에 가서 짐놓고 “바다 향기로”라는 산책 길로 갔다. 그렇게 가다보니까 바다가 나왔다. 그래서 거기에서 놀고, 바닸물 만지고 사진 찍고, 그래서 너무 좋았다!",1,,,,,
6422,방과후 신청을 했다. 나도 있고싶었는데 누나가 소담에 들어가라고 했다. 좀 아쉬웠다. 나도 하고싶었는데 누나가 들어가래서 정말로 아쉬웠다. 그래서 나갔다가 들어오는걸 반복했다. 누나가게속 막으니까 올라갈시간이 되서 올라갔다. 누나정말로 고마워,1,,,,,
6423,웬지 우리집만 불을 끈거 같아서 뿌듯 하면서도,1,,,,,
6424,아주 아주 아주 아주 아주 좋은 하루 였다,1,,,,,
6425,"2020년1월28일 화요일 “개학이 내일 모레야!!” 2020년1월29일수요일 “내일이 개학이다!” 기대되고, 또 기대되고, 또!또 기대된다.",2,,,,,
6426,"기다리기 싫다. 참을수가 없다. “꼭! 내일이여야 한다. 그리운 친구들, 그리운 선생님,",2,,,,,
6427,그리운우리2학년 3반! 내자리는 기억하는데,2,,,,,
6428,못!잔!다!! 될수있으면 아침7시에 나가고 싶다.,2,,,,,
6429,연민을 느끼게된다,1,,,,,
6430,긍정적으로 더웃자,1,,,,,
6431,형아집에 갔다. 형아집에서 생일 파티를 했다. 주인공은 나였다. 생일파티를해 가지고 선물을 받았다. 나는 너무 행복했다. 그다음 형아랑 같이 게임을 했다. 형아는 좋겠다. 왜냐면 게임기가 있기 때문이다. 다음에도 형아집에 또 가고 싶다.,2,,,,,
6432,컴퓨터 실에 갔다. 처음에는 한 컴타자 연습 을 했다. 자꾸눈이 키보드 쪽으로 갔다.나는 안 보려고 노력 했다. 하지만 내눈 은 자 꾸 키보드로 갔다. 두번째로는 한글 프로그램을 했다. 한글 프로그램으로 친구들 이름을 썼다. 친구들이 름이 너무 예쁘고 멋졌다. 친구들 이름은 쉬운 것도 있지만 어려운 것도 있었다. 다음에 또 하고 싶다.,2,,,,,
6433,떨리고 긴장되는 초등학교 1학년이 즐겁고 행복한 2019년이었다. 친구들도 어색하고 선생님도 무서운줄 알았는데 우리를 아껴주시고 나를 예뻐해주시는 선생님 입학식때는 유치원으로 돌아가고 싶었는데 지금은 그런 마음은 사라지고 1학년6반과 헤어지기 싫은 마음이다. 2학년때도 친절한 선생님과 좋은 친구들을 만나고 싶다 그리고 너무 너무 좋다.,2,,,,,
6434,"우리 가족은 행복한 가족이예요. 왜냐하면 항상 웃고 지내고, 싸운다고 해도 먼저 사과하고, 같이 웃고 같이 운 답니다. 제가 그렇게 생각한 이유는 어제 아침에는 활짝 웃고 등교해서 항상 웃는다 했고 어제 오후 5시쯤에 동생과 싸웠는데 바로 화해해서 싸워도 먼저사과한했고,어제 저녁에 병아리가 부화를 실패했는데 같이 슬퍼해서 같이 웃고 같이 운다고 했습니다. 저는 참 행복합니다.저희 가족은 행복한 가족이니까요.",1,,,,,
6435,나는 오늘 우리 가족과 북구청에 갔다. 나는 북구청에서 상을 받았다. 왜냐하면 부키야~놀자에서 그림을 잘 그렸기 때문이다. 내 동생은 그림을 그리지 않고 체험활동을 했다. 나는 같이 체험활동을 즐기고 싶었지만 꾹 참고 열심히 그렸다. 그래서 상을 받았나보다,1,,,,,
6436,비전작은 도서관에 갔다. 처음에는 만화책을 네 권정도 빌리고 누나는 다섯 권정도 빌렸다. 그리고 난 공룡책 한 권을 빌리고 다른 동화잭도 많이 빌렸다. 책을 많이많이 읽어서 아주 훌륭한 사람이 되고 싶다. 아주 재밌는 하루가 되었다.,1,,,,,
6437,"2학년은 재밌었다.왜냐면 교과서도 쉽고 봄,여름,가을,겨울에서재미있는활동하니까그런데,3학년은 싫다.왜냐면4교시없고,6교시도하고...교과서가더많아지고더어려워서 싫다.그냥2학년이좋은데,그런데 3학년은급식도늦게 먹는다. 그런데3학년은 꼭 해야된다. 2학년이 아깝고,3학년 공부를 잘할거다.",3,,,,,
6438,"그런데 저일 맛있어서 또 먹고 싶었다. 그래서 다음번 에는 엄마 한테 더 많이 시켜달라고 하고 세 개이상을 먹을 것이다. 그리고 라볶이,순대볶음,짜장떡볶이를도 같이 먹고 싶다. 내 인생중에서 제일맛있는 하루였다",1,,,,,
6439,느낀점: 은행에서 무엇을 하는지 배우니 유익하고 좋은 것 같고 선생님 말씀이 귀에 쏙쏙 들어왔다.,1,,,,,
6440,내가 처음엔 피아노를 이렇게 잘 칠줄 몰랏다 지금은 좀 괜찮아졌다 처음에 가르쳐주신 선생님은 좋았지만 두번째 선생님은 완전싫다 엄청 까칠하시다. 틀리면 피아노 선생님이 쉬지도않고 화를 내신다 그리고 또싫은것은 내가 연습을 다하지도않았는데 선생님은 빨리 레슨을 하자고한다_116,3,,,,,
6441,지금도 약간이라도 틀리면 선생님이 버럭 화를 내신다 정말 선생님이 미운 기분이 든다,3,,,,,
6442,그런데 우리 집에 피아노를_162사고 나서 연습을 해서 피아노학원에가서는 혼이 덜났다. 집에서 연습을하고 나서부터는 실력이 쑥쑥 올라갔다_207 그런데 지금도 피아노선생님이 좋은것은 아니다,3,,,,,
6443,나뿐만아니라 다른 언니 오빠들에게도 틀리면 혼을내신다,3,,,,,
6444,아이들은 틀릴수도 있는데....,3,,,,,
6445,심하게 혼을 낼때는 그순간이 제일 싫다. 틀려도 다시해보자 다음에는 더 잘할수있을거야_300,3,,,,,
6446,이런 말을 부드럽게 했으면 좋겠다_314,5,,,,,
6447,"집에 와서 밖에는 콩가루로 되어있고 안은 흰색 찹살과검은 콩가루루로되어있고 맛은 쫄깃쫄깃했다, 내가 먹은 떡중에서는 제일 맛있었다",1,,,,,
6448,학교에서 현장학습을 갔다. 현장학습을 간 곳의 이름은 일영중산농원이었다. 그곳에서 점심을 먹고 고구마를 캤다. 한 개는 선생님이 캐주셨다. 힘이들기도 했지만 즐겁고 재미있었다.고구마를 다 캐고나서 신발에 모래가 잔뜩있었다.,1,,,,,
6449,"캠핑갔을 때 얼초를 만들었다. 원하는 그림을 틀에 짜서 냉동실에 얼린다. 틀안에 있는 초코를 꺼내 먹는다. 나는 바나나, 딸기, 초코크림을 골랐다. 레고들이 가장 좋았다, 동생이 발로 밟아버렸다. 레고 초코가 깨져버렸다, 너무 슬펐다",5,,,,,
6450,운동회 뽑기에서 내가 꼭!   일등할거다.,2,,,,,
6451,운동회에나가서 일등하면 좋겠다.,2,,,,,
6452,그래서 오늘 엄마랑 같이 축구를 하러 나갔다. 나가서 엄마와 같이 축구를 하다가 엄마는 겄고 나는 축구를 했다. 운동회에서 꼭 일등을 차지할거다.,2,,,,,
6453,화이팅!!,2,,,,,
6454,"줄넘기를 배웠다. 지금 배우고 있는개 번가라뛰기, 엇거러 뛰기, 2중뛰기, 1도약,과 뒤로뛰기다. 그중에서 제일 제미있었던 것은 번갈아 뛰기었다. 제일 어려웠던 것은 뒤로 뛰기 었다. 근대 방학이 끝나가서 아쉽다. 빨리 방학이 되었으면 좋겠다. 다음에도 줄넘기를 배우러가고싶다.",2,,,,,
6455,"나는 기계가 움직이는 게 신기하다. 기계는 시각도, 촉각도 없는데 어떻게 이어서<1> 알아서 척척할수있을까?음... ...그건 엄마 에게 물어봐야 이어서<2> 겠다.너무 재밌는 하루였다.다음에도 또 가고싶다",2,,,,,
6456,오늘은 에버랜드에 갔다. 아침 일찍 일어나서 피곤했지만 애버랜드에 간다고하니 신이났다.첫번째탄 노리기구는 로스트 벨리였다!로스트벨리는 차인대 잠수함으로도 바뀌는차를 타고 동물들을 구경하는 것이다!가장인상깊었던동물은 기린이였다.왜냐하면선생님이 밥을줘도안먹었기 때문이다 우린그일로 빵터지고 다음에도 또 에버랜드를오고십다.,2,,,,,
6457,"오늘은 아침에 그랩을 타고 코코넛 배를 타러 갔다. 드디어 코코넛 배가왔다. 그래서 나는 아빠와같이 타고 누나는 엄마와같이 탔다. 처음에는 모기한테 물리면 죽는 병이 있다고 하셨다. 그래서 처음에는 모기 기피제를 뿌렸다. 코코넛 배를 타서 누가 더 빨리 가나 시합을 했다. 아빠와 내가 노를 저었다. 근데 누나가 사진 찍는 곳이 무,너질 것 같아서 누나가 무섭다고 했다. 나는 괜찮았다. 근데 가다가 풀로 물고기, 꽃, 왕관, 메뚜기를 만들어 주셨다. 그리고 빙빙 돌았다. 다음에 또 타고 싶다",2,,,,,
